arg_1	round_1	ann_1	arg_2	round_2	ann_2	annotation_name	is_attacks
Also, is there any evidence that TTF may prevent the pretty common resistance to sorafenib observed in clinic?			Since the authors missed to add Figure 4A for timeline, based on Methods section the rats were treated for 5 days with TTFields and or sorafenib and a day later the rats were sacrificed.			cancers14122959_makarova	0
Response to Reviewer 1 Comments In this manuscript, the authors, Davidi et al have investigated the effect of TTFields in HCC cells and an animal model, alone or in combination with sorafenib.			Point 2: Despite the expression of cleaved PARP was very low in the tumors treated with TTFields or sorafenib alone (as shown in IHC-images in Figure 4F), the authors declare about ~ 20% of positive cells, as show in the graphs below IHC-staining.			cancers14122959_makarova	0
Response 5: We thank the reviewer for this question.			In this manuscript, the authors, Davidi et al have investigated the effect of TTFields in HCC cells and an animal model, alone or in combination with sorafenib.			cancers14122959_makarova	0
Point 4: Since Annexin V/7-ADD data was not convincing and the authors observed the minor increase of apoptotic cells after HCC cells were treated with combination of TTFields and sorafenib (when compared to the cells treated with TTFields and sorafenib alone), I suggest to run the WBs to examine the expression of the cleaved forms of PARP and caspase-3 (for both HCC cell lines).			Several data have shown very high error bars in each group (especially Fig Can the author provide the tumor images which were harvested from mice?			cancers14122959_makarova	0
Similar, the graphs illustrating the LC3 expression are not in a proper fit with the images shown in Figure 4D.			Response to Reviewer 1 Comments In this manuscript, the authors, Davidi et al have investigated the effect of TTFields in HCC cells and an animal model, alone or in combination with sorafenib.			cancers14122959_makarova	0
Response 6: We thank the reviewer for this comment.			I read the manuscript with interest and commend the authors for the work done in the area of liver cancer treatment.			cancers14122959_makarova	0
Concomitant TTFields with Sorafenib Enhances Treatment Efficacy in Vivo: “Tumor histology and immunostaining for beclin-1 and LC3, GRP78, and cleaved PARP were performed to examine autophagy, ER stress, and apoptosis levels, respectively.			Moreover, there is a discrepancy between the fold changes in tumor weight vs. volume in the combination group vs. untreated group.			cancers14122959_makarova	0
Author Response Please see attachment Author Response File: Author Response.docx			Why did the authors use high frequency of TTFields though the cytotoxicity was also observed in lower dose (Fig 1A).			cancers14122959_makarova	0
There is a big difference between a therapy which kills vs a therapy which induces a cellular arrest.			Therefore, I expect further additional examination in the future.			cancers14122959_makarova	0
I have raised the following concerns which is necessary to make this manuscript more scientifically interesting.			What are the p53 status and the apoptosis signaling pathway function in N1S1 cells?			cancers14122959_makarova	0
This is an interesting scientific study, as it concerns the issue of hepatocellular carcinoma, it also has a clinical aspect.			TTFields frequency scan in rat N1S1 HCC cells.			cancers14122959_makarova	0
The authors suggested that the therapeutic effects of the combination were apoptosis via autophagy.			Author Response Please see attachment Author Response File: Author Response.docx			cancers14122959_makarova	0
